81.8,28.9,85.8,2.1,0.07,3.642982,2017-07-23 00:00:00
76.5,29,86.3,4.1,0,3.99795,2017-07-23 01:00:00
75.2,29,89.7,2.5,0.013,3.886818,2017-07-23 02:00:00
74.7,29,91.6,1.5,0.011,4.415978,2017-07-23 03:00:00
73.9,29,92,1.1,0.026,4.326451,2017-07-23 04:00:00
70.6,29,92.8,2.4,0.014,4.694207,2017-07-23 05:00:00
71,29,92.1,4.5,0.035,5.057662,2017-07-23 06:00:00
71,28.9,92.8,5.1,0,5.083751,2017-07-23 07:00:00
71.1,28.9,93.3,4.6,0,5.339751,2017-07-23 08:00:00
71.3,28.9,94.1,5.3,0,5.206796,2017-07-23 09:00:00
70.6,28.9,95.4,4.5,0,5.570658,2017-07-23 10:00:00
70.4,28.9,96.1,3.9,0,5.696444,2017-07-23 11:00:00
72.8,28.9,93.2,3.3,0,5.934172,2017-07-23 12:00:00
72.6,29,90.9,5.4,0.007,6.75802,2017-07-23 13:00:00
74.7,28.9,86.9,7.5,0,6.680189,2017-07-23 14:00:00
78.1,28.9,77.1,7.6,0,6.422138,2017-07-23 15:00:00
82.2,28.9,68.1,7.5,0,6.376817,2017-07-23 16:00:00
84.8,28.9,62.6,7.8,0,5.976162,2017-07-23 17:00:00
84.1,28.9,69,9.3,0.021,5.666903,2017-07-23 18:00:00
84.1,29,59,9.9,0,5.604958,2017-07-23 19:00:00
85.5,28.9,55.5,10,0,5.165034,2017-07-23 20:00:00
85.8,28.9,54.3,9.9,0.001,5.311249,2017-07-23 21:00:00
85.7,28.9,57.6,6.6,0.002,5.356207,2017-07-23 22:00:00
85.6,28.9,65.5,3.3,0.002,4.834429,2017-07-23 23:00:00
84.1,28.9,76.8,1.6,0,3.915321,2017-07-24 00:00:00
71.3,28.9,82,2.9,0,4.091978,2017-07-24 01:00:00
69.9,28.9,80.8,4.2,0,4.288593,2017-07-24 02:00:00
70.2,28.9,75.8,5.1,0,4.124879,2017-07-24 03:00:00
70.2,29,73.7,5.7,0,4.358229,2017-07-24 04:00:00
69.9,29,72.3,6.3,0,4.575052,2017-07-24 05:00:00
69.2,29,71.4,6.5,0,5.174082,2017-07-24 06:00:00
68.3,29,70.4,5.8,0,4.693868,2017-07-24 07:00:00
66.9,29,69.7,5.8,0,5.325364,2017-07-24 08:00:00
64.7,29,74.3,5,0,5.120123,2017-07-24 09:00:00
63.2,29,79.8,4.6,0,5.476742,2017-07-24 10:00:00
63,29,82.8,4.7,0,5.67749,2017-07-24 11:00:00
65.7,29,81,5.2,0,5.641908,2017-07-24 12:00:00
69.2,29,77.2,5.1,0,7.018013,2017-07-24 13:00:00
72.2,29,72.5,5.8,0,6.54957,2017-07-24 14:00:00
74.9,29,67.4,6.8,0,6.347687,2017-07-24 15:00:00
78.3,29.1,61.3,6.4,0,6.160154,2017-07-24 16:00:00
80.4,29.1,57.4,6,0,5.972003,2017-07-24 17:00:00
81.7,29.1,55.3,5.9,0,6.013107,2017-07-24 18:00:00
81.8,29.1,53.5,4.5,0,5.982287,2017-07-24 19:00:00
81.7,29.1,54.7,5.4,0,5.442375,2017-07-24 20:00:00
81,29.1,56.9,6.9,0,5.213915,2017-07-24 21:00:00
79.3,29.1,61.5,7.9,0,5.143116,2017-07-24 22:00:00
76.8,29.1,68,8.8,0,5.028145,2017-07-24 23:00:00
73.1,29.1,75.6,9,0,3.731113,2017-07-25 00:00:00
70.8,29.1,83.3,7.4,0,4.055369,2017-07-25 01:00:00
68.2,29.1,86.2,8,0,4.418058,2017-07-25 02:00:00
65.8,29.2,89.3,7.7,0,4.683418,2017-07-25 03:00:00
63.7,29.2,92.1,7.1,0,4.645798,2017-07-25 04:00:00
61.9,29.2,94.4,6.7,0,4.567924,2017-07-25 05:00:00
60.3,29.2,96.7,6.3,0,4.753414,2017-07-25 06:00:00
62.8,29.2,97.3,6.6,0,5.240695,2017-07-25 07:00:00
61.6,29.2,97.3,7.2,0,5.219254,2017-07-25 08:00:00
60.5,29.2,97.6,7.2,0,5.480335,2017-07-25 09:00:00
59.5,29.2,97.7,6.2,0,5.241632,2017-07-25 10:00:00
58.9,29.3,97.6,5.8,0,5.718896,2017-07-25 11:00:00
61.6,29.3,89.7,6.5,0,5.777957,2017-07-25 12:00:00
67,29.3,78.5,7.7,0,6.322742,2017-07-25 13:00:00
70.2,29.3,67.3,8.4,0,6.436426,2017-07-25 14:00:00
72.4,29.3,60.9,8.5,0,6.299485,2017-07-25 15:00:00
74.4,29.3,56.7,7.6,0,6.320584,2017-07-25 16:00:00
76.6,29.3,54,6.8,0,5.848845,2017-07-25 17:00:00
78,29.3,52,6.2,0,5.810715,2017-07-25 18:00:00
79.1,29.3,48.9,5.5,0,5.553618,2017-07-25 19:00:00
79.4,29.3,47.9,6.5,0,5.376171,2017-07-25 20:00:00
79.2,29.2,48.7,7.5,0,5.618472,2017-07-25 21:00:00
78.2,29.2,52.4,7,0,5.548375,2017-07-25 22:00:00
76.9,29.2,61.7,5.3,0,5.110143,2017-07-25 23:00:00
73.1,29.2,71.4,5,0,6.531658,2017-07-26 00:00:00
65.3,29.3,86.9,4.2,0,6.719137,2017-07-26 01:00:00
65.2,29.3,78,5.6,0,6.82689,2017-07-26 02:00:00
64.7,29.3,76.7,6.3,0,7.10881,2017-07-26 03:00:00
63.6,29.3,79.4,6.3,0,7.294704,2017-07-26 04:00:00
62.4,29.3,82.6,6.3,0,7.320717,2017-07-26 05:00:00
60.9,29.3,87,5.9,0,7.482851,2017-07-26 06:00:00
60.5,29.3,91.7,5.9,0,7.350011,2017-07-26 07:00:00
59.8,29.3,90.9,6.1,0,7.72271,2017-07-26 08:00:00
58.9,29.3,90.3,6.3,0,8.019371,2017-07-26 09:00:00
57.5,29.2,91,5.6,0,8.334814,2017-07-26 10:00:00
56.7,29.3,90,5.1,0,8.104621,2017-07-26 11:00:00
60.7,29.3,80.3,4.7,0,8.444321,2017-07-26 12:00:00
66.1,29.3,76.3,3.6,0,9.165411,2017-07-26 13:00:00
69.8,29.3,70.3,4.3,0,9.027405,2017-07-26 14:00:00
73.5,29.2,64.1,5.8,0,8.65418,2017-07-26 15:00:00
77.4,29.2,57.9,5,0,8.583818,2017-07-26 16:00:00
80,29.2,53.7,4.6,0,8.866244,2017-07-26 17:00:00
81.9,29.2,51.7,4.6,0,8.70432,2017-07-26 18:00:00
83.1,29.2,51.8,3.9,0,8.269491,2017-07-26 19:00:00
83.5,29.2,51.9,4.1,0,8.149878,2017-07-26 20:00:00
83.6,29.1,53.7,3.8,0,7.916421,2017-07-26 21:00:00
82.9,29.1,56.9,3.9,0,7.99802,2017-07-26 22:00:00
81.8,29.1,67.8,3.5,0,7.84997,2017-07-26 23:00:00
77.6,29.1,74.1,4.2,0,4.654407,2017-07-27 00:00:00
71.8,29.1,81,4.3,0,4.5125,2017-07-27 01:00:00
70.8,29.1,79.8,4.9,0,4.805926,2017-07-27 02:00:00
71.9,29.1,74.8,6,0,4.949145,2017-07-27 03:00:00
